"pan_number","status"
"NHWSA2630R","Valid PAN"
"FEQBB2968M","Invalid PAN"
"VEWI56398H","Invalid PAN"
"WCNNZ8450Z","Invalid PAN"
"BSGDY1093B","Valid PAN"
"OGWPW0753G","Valid PAN"
"MHQV15453D","Invalid PAN"
"SUR6259","Invalid PAN"
"XIGOX6365Y","Valid PAN"
"ZIBLE6050S","Valid PAN"
"BUNBK3735U","Valid PAN"
"JSBAE0005B","Invalid PAN"
"IFHFH0070Q","Invalid PAN"
"GOTCT55083X","Invalid PAN"
"ITYHJ9018G","Valid PAN"
"OGJXU2894F","Valid PAN"
"YMZ6753","Invalid PAN"
"YSVQZ0987R","Valid PAN"
"ZLX9306","Invalid PAN"
"JHMLC8903N","Valid PAN"
"RQWZO4199T","Invalid PAN"
"UUWJU652!B","Invalid PAN"
"FBCKL6963O","Valid PAN"
"XHLOJ84538N","Invalid PAN"
"QNCI44185Q","Invalid PAN"
"XULDG1360V","Valid PAN"
"NIDG76107T","Invalid PAN"
"QLLST02060Q","Invalid PAN"
"XKAQH31161M","Invalid PAN"
"WOHIB712!G","Invalid PAN"
"CMJKK5363R","Invalid PAN"
"YQM7388","Invalid PAN"
"AJF7669","Invalid PAN"
"DAZCE6730N","Valid PAN"
"XAWAA459!L","Invalid PAN"
"OWQIS2477Y","Invalid PAN"
"RTOMQ4600O","Invalid PAN"
"BOWGG73936V","Invalid PAN"
"ZTAEF6842W","Valid PAN"
"VKLT82908J","Invalid PAN"
"FVBZD478!Y","Invalid PAN"
"DSEQQ099!C","Invalid PAN"
"UPACI7127B","Valid PAN"
"GATPX1551R","Invalid PAN"
"MNNLO0196P","Invalid PAN"
"SFWYY900!R","Invalid PAN"
"IUAHT19505K","Invalid PAN"
"AECE09798A","Invalid PAN"
"YHOLV8255P","Invalid PAN"
"PGBRQ321!B","Invalid PAN"
"NFJXY6806T","Valid PAN"
"LHEJW0178D","Valid PAN"
"NGQQO38371X","Invalid PAN"
"XNOBN965!T","Invalid PAN"
"TER2030","Invalid PAN"
"AHUNI1900I","Invalid PAN"
"YUICQ7872Y","Valid PAN"
"PKSGJ4797F","Valid PAN"
"BYTPR0678C","Valid PAN"
"ZSLHW20658T","Invalid PAN"
"XTPGF8231Z","Valid PAN"
"GVAMN1833M","Invalid PAN"
"UXBTJ0321G","Valid PAN"
"FIYPA2136B","Valid PAN"
"JTMIA047!Y","Invalid PAN"
"BSTAP6156U","Valid PAN"
"FRY3579","Invalid PAN"
"VRDRY875!V","Invalid PAN"
"LRAUF72406H","Invalid PAN"
"DWCRC0670X","Valid PAN"
"IZQDF5531E","Invalid PAN"
"OMEPJ4574T","Valid PAN"
"XLJJU2848L","Invalid PAN"
"WBEXM7319K","Valid PAN"
"EWOH17384F","Invalid PAN"
"LAPIR2958C","Valid PAN"
"FJI6206","Invalid PAN"
"QYFDU38464E","Invalid PAN"
"DFCKH5594O","Invalid PAN"
"XRHOE6878N","Valid PAN"
"TGGHG0851Q","Invalid PAN"
"ZEYLH4474O","Invalid PAN"
"BHRPM9423N","Valid PAN"
"FAHBC0465M","Valid PAN"
"AOVRX3257W","Valid PAN"
"JZTVP5931X","Valid PAN"
"OVHSA2560P","Valid PAN"
"VSMV92756S","Invalid PAN"
"QTL1547","Invalid PAN"
"BBE1625","Invalid PAN"
"APESE3638L","Valid PAN"
"PTVHE442!Q","Invalid PAN"
"YCOS14363Z","Invalid PAN"
"WGPTZ0138I","Valid PAN"
"RHIRM854!I","Invalid PAN"
"CZEHK26166B","Invalid PAN"
"OPV4001","Invalid PAN"
"HQWIY2255J","Invalid PAN"
"VOOLB65393V","Invalid PAN"
"ALHGH394!O","Invalid PAN"
"LLPHE8348V","Invalid PAN"
"HPLJI9893T","Valid PAN"
"WFJGO246!F","Invalid PAN"
"VNMNC768!Z","Invalid PAN"
"DNGTQ0097C","Invalid PAN"
"IMYHB2450C","Valid PAN"
"NSVQA7053G","Valid PAN"
"NEDGG6997M","Invalid PAN"
"FALOI1335H","Invalid PAN"
"PRHW83310U","Invalid PAN"
"PNSVR94103P","Invalid PAN"
"KXP0526","Invalid PAN"
"YCVPQ23208N","Invalid PAN"
"LIJAE106!T","Invalid PAN"
"MWPJG0213M","Valid PAN"
"CMPFG8628R","Valid PAN"
"ACYKU5315B","Valid PAN"
"BWVWF392!Q","Invalid PAN"
"CQFDZ3704R","Valid PAN"
"DHDPK6891F","Valid PAN"
"HTLD12997O","Invalid PAN"
"HAUEY9719M","Valid PAN"
"OPFOK5184U","Valid PAN"
"JTHUA1264E","Valid PAN"
"XVWVF3143W","Valid PAN"
"UJZGA7200P","Invalid PAN"
"PKUFU2716K","Valid PAN"
"KODZK5873Q","Valid PAN"
"NUXPJ693!S","Invalid PAN"
"SHSNI3282A","Valid PAN"
"YGNBM6015Z","Valid PAN"
"TDLNY0669G","Invalid PAN"
"SEZRL968!H","Invalid PAN"
"DWYEF9819U","Valid PAN"
"MGJRV6486E","Valid PAN"
"DVCJ93646D","Invalid PAN"
"NBKCG8174B","Valid PAN"
"DGUUA6333F","Invalid PAN"
"QKDEX84482O","Invalid PAN"
"ENF6800","Invalid PAN"
"MKCVE5738Y","Valid PAN"
"BQNUG9339Y","Invalid PAN"
"JTHJM19397J","Invalid PAN"
"DTTV18072M","Invalid PAN"
"WXZQZ98497J","Invalid PAN"
"ACBUA3407M","Valid PAN"
"XIDLS8413P","Valid PAN"
"TIAEL4179V","Valid PAN"
"SNNWY1954O","Invalid PAN"
"DMRFX9803D","Valid PAN"
"NHUF36503Q","Invalid PAN"
"GJIW42327G","Invalid PAN"
"CALWW009!E","Invalid PAN"
"LTPSO0877K","Invalid PAN"
"SAZBG7451B","Valid PAN"
"NYXDX74631R","Invalid PAN"
"ZBG6677","Invalid PAN"
"KEBBK3330G","Invalid PAN"
"RRYGJ8323B","Invalid PAN"
"TKANI0592C","Valid PAN"
"QUEBC26166V","Invalid PAN"
"TDVNI3288Q","Invalid PAN"
"QZRPP5551Y","Invalid PAN"
"WCT8728","Invalid PAN"
"UPXWI419!X","Invalid PAN"
"VMARS200!O","Invalid PAN"
"VYUH31353R","Invalid PAN"
"PUWEP5465J","Valid PAN"
"LGUFS5391S","Valid PAN"
"WIQKD4217H","Valid PAN"
"DWLWX0609U","Valid PAN"
"LWFNZ824!G","Invalid PAN"
"GEPVN65025R","Invalid PAN"
"MXXLD5408C","Invalid PAN"
"ADWQ46699D","Invalid PAN"
"IOESF7283A","Valid PAN"
"NWXWL4527P","Valid PAN"
"GZEHN885!L","Invalid PAN"
"LFGOF7664Y","Invalid PAN"
"OLOFR1176E","Invalid PAN"
"GDEHY5394G","Valid PAN"
"TEIA06298L","Invalid PAN"
"CKSF07562V","Invalid PAN"
"EFMBL9374O","Valid PAN"
"DOURT5035Y.","Invalid PAN"
"XRLPT50962H","Invalid PAN"
"QQQWE7199A","Invalid PAN"
"AYXHA1528S","Valid PAN"
"PBAF27378C","Invalid PAN"
"NKGJY6672T","Invalid PAN"
"SKVVF3375V","Invalid PAN"
"MNQP53313T","Invalid PAN"
"RNYNH36083A","Invalid PAN"
"MCQHV8703P","Valid PAN"
"BTQSI71119H","Invalid PAN"
"TUAYF761!W","Invalid PAN"
"UJKDA23335U","Invalid PAN"
"PNJPA148!P","Invalid PAN"
"LTKFZ22971L","Invalid PAN"
"QYSNT3621X","Valid PAN"
"DWUMZ303!R","Invalid PAN"
"BTRAF8397V","Valid PAN"
"NTNPU7738Q","Invalid PAN"
"COBWS90182S","Invalid PAN"
"TXCYT57114Y","Invalid PAN"
"XNPEQ0548E","Valid PAN"
"OCNMK54375K","Invalid PAN"
"SPROP13274D","Invalid PAN"
"XYQKG7686R","Valid PAN"
"DMHKH5124F","Valid PAN"
"DTZLA368!X","Invalid PAN"
"PJCUW3309G","Invalid PAN"
"ESIJM400!P","Invalid PAN"
"IHADF2037O","Valid PAN"
"NQXHP0562A","Valid PAN"
"VPZI48484M","Invalid PAN"
"SAGZH26242P","Invalid PAN"
"TGGQP9280Z","Invalid PAN"
"XHDBI919!T","Invalid PAN"
"ISLWB2423X","Valid PAN"
"YEEAY70061F","Invalid PAN"
"FLZDO7367E","Valid PAN"
"WLDTR2294H","Invalid PAN"
"OTCQL8325P","Valid PAN"
"ITWNN81409J","Invalid PAN"
"BLCNV3440F","Invalid PAN"
"RGXBR7987A","Valid PAN"
"FGIBA222!M","Invalid PAN"
"LOGYM8706O","Valid PAN"
"SWFBE3485C","Valid PAN"
"YTFUV8430B","Valid PAN"
"WTNAJ9786O","Valid PAN"
"TZZLS9488R","Invalid PAN"
"EZYDZ8803U","Invalid PAN"
"KKXXV8712Q","Invalid PAN"
"JPPTD2483O","Invalid PAN"
"DAR5311","Invalid PAN"
"ZYMYX78398U","Invalid PAN"
"PJHBB3488C","Invalid PAN"
"UTYG79169O","Invalid PAN"
"QEXKD2422J","Invalid PAN"
"PCAUP43119B","Invalid PAN"
"MAFLB6255Y","Invalid PAN"
"CJJYX2673C","Invalid PAN"
"PSNJY0136S","Valid PAN"
"NQDQO6171U","Valid PAN"
"DSBTT778!Q","Invalid PAN"
"TCERQ167!V","Invalid PAN"
"YIKKN326!W","Invalid PAN"
"YTOKF12629K","Invalid PAN"
"ISP1551","Invalid PAN"
"PUMXX2472H","Invalid PAN"
"FBDF74362S","Invalid PAN"
"SXV7703","Invalid PAN"
"BCA9806","Invalid PAN"
"LXZNL8643K","Valid PAN"
"NSDQY3409L","Valid PAN"
"QPUWG3727W","Valid PAN"
"MPSJQ43014B","Invalid PAN"
"NMCNH94148E","Invalid PAN"
"BZXZX994!Y","Invalid PAN"
"QRXOA4070S","Valid PAN"
"VNTZS47890T","Invalid PAN"
"TJXJ18233X","Invalid PAN"
"KKJPZ80642C","Invalid PAN"
"GOJGT9972H","Invalid PAN"
"ILWRZ5301I","Valid PAN"
"ALR5655","Invalid PAN"
"EAPTC6248P","Valid PAN"
"ANRPS420!E","Invalid PAN"
"HIVFW45670A","Invalid PAN"
"VICXD9156I","Valid PAN"
"EDCUO5272A","Valid PAN"
"JASGS7041L","Valid PAN"
"AVKLD5621L","Valid PAN"
"RMDHS4678Z","Valid PAN"
"ZNEHR7658L","Valid PAN"
"NRSJZ035!M","Invalid PAN"
"DPWW00973M","Invalid PAN"
"BGL7076","Invalid PAN"
"SPHQY90064Q","Invalid PAN"
"QBKBX8240W","Valid PAN"
"RIAZQ7711V","Invalid PAN"
"YJHRA0179B","Valid PAN"
"OSGPS7870J","Valid PAN"
"PKKEU218!L","Invalid PAN"
"PDQSM4144T","Invalid PAN"
"RQUML747!E","Invalid PAN"
"OUDIV626!K","Invalid PAN"
"QPNKY3470X","Valid PAN"
"YYCLJ3350C","Invalid PAN"
"NODY97571B","Invalid PAN"
"DVCIL55575I","Invalid PAN"
"IOQYI41647B","Invalid PAN"
"IJBPS3968F","Valid PAN"
"PORK58512B","Invalid PAN"
"KXY2916","Invalid PAN"
"ZGYKN41431R","Invalid PAN"
"NTCJ97177F","Invalid PAN"
"JMY4294","Invalid PAN"
"WLZCA9407M","Valid PAN"
"PVHS81672Y","Invalid PAN"
"EBFIT94496L","Invalid PAN"
"QKSN69156I","Invalid PAN"
"OCSQB8378O","Valid PAN"
"GQMM46118D","Invalid PAN"
"YLSFZ460!S","Invalid PAN"
"UBCGD6208B","Valid PAN"
"DEIGL1279X","Valid PAN"
"EBGBS4656K","Valid PAN"
"ELQPA3862T","Valid PAN"
"APLNE656!T","Invalid PAN"
"DBMFH6719A","Valid PAN"
"VGBDT5770P","Invalid PAN"
"UMEQ12113E","Invalid PAN"
"GLUSD994!K","Invalid PAN"
"EAXRV3193D","Valid PAN"
"HKYJ70956S","Invalid PAN"
"FLIJO26812E","Invalid PAN"
"RNHHT97976N","Invalid PAN"
"RJI0186","Invalid PAN"
"TLNSS39949W","Invalid PAN"
"GGE6218","Invalid PAN"
"FHSW73804N","Invalid PAN"
"QMHQ72906N","Invalid PAN"
"YPWD81922G","Invalid PAN"
"QYP6707","Invalid PAN"
"XDPAM1356C","Valid PAN"
"FWMQV0901W","Valid PAN"
"MML6302","Invalid PAN"
"FZDJE142!M","Invalid PAN"
"JUVAT6901A","Valid PAN"
"UBABK2907D","Valid PAN"
"JKR3783","Invalid PAN"
"EYCZP3137X","Valid PAN"
"CRHVS8688U","Invalid PAN"
"YDTYZ9396M","Valid PAN"
"OECRR8656C","Invalid PAN"
"QJOCD2107L","Valid PAN"
"IPCCO937!R","Invalid PAN"
"CCPCC1324H","Invalid PAN"
"VHLOJ1097N","Valid PAN"
"ARWZR4181Z","Valid PAN"
"BRRBS3785B","Invalid PAN"
"TCSNC0208C","Valid PAN"
"HWUJY420!I","Invalid PAN"
"MYKTP2662K","Invalid PAN"
"QNDUS3171S","Valid PAN"
"QCNXO7407Z","Valid PAN"
"NTTBR7120X","Invalid PAN"
"BZQE19486L","Invalid PAN"
"CHCO32683Y","Invalid PAN"
"HAMFR0331H","Invalid PAN"
"AXBJM7754H","Invalid PAN"
"KHPOL4650Q","Valid PAN"
"HNVJA9850C","Valid PAN"
"TVJDM59445X","Invalid PAN"
"VJOAZ7650M","Valid PAN"
"RYGBQ4203T","Valid PAN"
"MBMKL7001Q","Invalid PAN"
"XXEAJ73112H","Invalid PAN"
"ZSMCC3003A","Invalid PAN"
"MTWTJ1040H","Valid PAN"
"JORRG2839M","Invalid PAN"
"HRWUW2156T","Valid PAN"
"URJPC7057H","Valid PAN"
"HPWYD47347M","Invalid PAN"
"NAQJL6746W","Valid PAN"
"KUAKR3920L","Valid PAN"
"EBHU49449O","Invalid PAN"
"CWHIF7578J","Valid PAN"
"SLCMH8763V","Valid PAN"
"CZA6398","Invalid PAN"
"ZBLXA7567J","Valid PAN"
"CZKV23290Y","Invalid PAN"
"YRJDS166!Q","Invalid PAN"
"TWPQM4468Y","Invalid PAN"
"WHHHS0179A","Invalid PAN"
"MNNNA65342F","Invalid PAN"
"DOJVW62047I","Invalid PAN"
"KLQPE339!L","Invalid PAN"
"GXSPU4670T","Valid PAN"
"HJPEF6069H","Valid PAN"
"KGZ9985","Invalid PAN"
"RJPOI749!W","Invalid PAN"
"ROGVB246!F","Invalid PAN"
"VTJAN5235Z","Valid PAN"
"TLQXA0135F","Valid PAN"
"UBYW12563B","Invalid PAN"
"LAR6864","Invalid PAN"
"SCWJS5518X","Invalid PAN"
"HEJKT9075J","Valid PAN"
"WZTGO7462X","Valid PAN"
"JNWFH0036L","Invalid PAN"
"NSGTN15186E","Invalid PAN"
"UGWWF4073C","Invalid PAN"
"WCTIL87691U","Invalid PAN"
"VBYTK236!N","Invalid PAN"
"BSZBR4521X","Valid PAN"
"LJNRF50135V","Invalid PAN"
"CIGHU3909E","Valid PAN"
"XANLB3148E","Valid PAN"
"TIVYX0707O","Valid PAN"
"BFDUJ8881J","Invalid PAN"
"JHKUA2603I","Valid PAN"
"JYDGI4742P","Valid PAN"
"YDGHG2508X","Valid PAN"
"KUEKW69644C","Invalid PAN"
"RHILB4186A","Valid PAN"
"RXEXO0787U","Valid PAN"
"ZVRHN8388B","Invalid PAN"
"PGYLK5109W","Valid PAN"
"RZERV4889D","Invalid PAN"
"WMSJP7426G","Valid PAN"
"RIZJK8903H","Valid PAN"
"DAICS12882H","Invalid PAN"
"IDDTQ48869E","Invalid PAN"
"COEOI8469H","Valid PAN"
"TBWJP7538P","Valid PAN"
"KGJ2887","Invalid PAN"
"TBWLK7698J","Valid PAN"
"RRILN08619C","Invalid PAN"
"RGCGT4168S","Valid PAN"
"DZYMQ28001U","Invalid PAN"
"YTVRT9042E","Valid PAN"
"ECFBE0603W","Valid PAN"
"JFFYN2073Y","Invalid PAN"
"FSMKN6494A","Valid PAN"
"XFTTK4613Z","Invalid PAN"
"VFIR78401O","Invalid PAN"
"ECPDS8346Y","Valid PAN"
"PLHEY8772O","Invalid PAN"
"GPNJK3421S","Valid PAN"
"REJEQ8415R","Valid PAN"
"RDG5889","Invalid PAN"
"QOIBI3351I","Invalid PAN"
"NHKSV7930L","Valid PAN"
"JJVOY2079G","Invalid PAN"
"GTY6966","Invalid PAN"
"GANRZ9410E","Valid PAN"
"TZFMU3093P","Valid PAN"
"XZTT03223Z","Invalid PAN"
"QOYDG0510Q","Valid PAN"
"OIIZZ8082H","Invalid PAN"
"VVIC11544A","Invalid PAN"
"GEXHN6076E","Valid PAN"
"PAULA9145L","Valid PAN"
"QBPQY1091N","Valid PAN"
"GNPN62450Z","Invalid PAN"
"JLEHY8943L","Valid PAN"
"KYQAI449!I","Invalid PAN"
"VPUHO7703G","Invalid PAN"
"YEHJZ3610O","Valid PAN"
"MZKBB41485B","Invalid PAN"
"ITMAK400!M","Invalid PAN"
"JWFKA3522Y","Invalid PAN"
"MFOQR33114E","Invalid PAN"
"UYYKD8830G","Invalid PAN"
"CDQHW5158O","Valid PAN"
"YYWOA6814A","Invalid PAN"
"WWL7144","Invalid PAN"
"QBGPY5639X","Valid PAN"
"TLSIS5258M","Valid PAN"
"WEQTV3766P","Invalid PAN"
"IOTJI2340O","Valid PAN"
"CJEYQ80541H","Invalid PAN"
"SNQQR7462X","Invalid PAN"
"YLNZC9134A","Valid PAN"
"UYNQS9457M","Valid PAN"
"GRISX8199S","Invalid PAN"
"LUYFK9656L","Valid PAN"
"DVMXU0054B","Invalid PAN"
"CRK7328","Invalid PAN"
"QRGYC0307I","Valid PAN"
"FXEEM367!V","Invalid PAN"
"PCFX79916Y","Invalid PAN"
"LDXA32525B","Invalid PAN"
"YRIDE7698J","Valid PAN"
"GGNCI1243B","Invalid PAN"
"USLRP3582G","Valid PAN"
"OKTBL4369G","Valid PAN"
"PETNP1034K","Valid PAN"
"OBPIF3975R","Valid PAN"
"ADDS74073L","Invalid PAN"
"TYPIL3803Z","Valid PAN"
"VKRHH3386G","Invalid PAN"
"QXSUT645!W","Invalid PAN"
"CIBRR7279B","Invalid PAN"
"ZAFES8985T","Valid PAN"
"BLRQO5767D","Valid PAN"
"DDRQD47301Q","Invalid PAN"
"OCXEI790!K","Invalid PAN"
"QVOBU000!Z","Invalid PAN"
"MMOIW9681F","Invalid PAN"
"CJRAA0309H","Invalid PAN"
"TWFEF267!U","Invalid PAN"
"NOFVX9560Z","Valid PAN"
"JVN1278","Invalid PAN"
"FMMVC1303K","Invalid PAN"
"ONJWH3727D","Valid PAN"
"JYVNA2538D","Valid PAN"
"CLJDT6602T","Invalid PAN"
"NSINH23336Z","Invalid PAN"
"LXYHR245!Y","Invalid PAN"
"DUXIJ0239C","Valid PAN"
"NZRHX7488T","Invalid PAN"
"ZDNKG3492K","Valid PAN"
"ZBZUL6245W","Valid PAN"
"CJYP04929D","Invalid PAN"
"GPCVF5205A","Valid PAN"
"FUVOR85221H","Invalid PAN"
"GNTDJ0268C","Valid PAN"
"QWGKV124!X","Invalid PAN"
"ALMRJ8873H","Invalid PAN"
"FQGNB8058I","Valid PAN"
"AWEAP3859J","Valid PAN"
"WRVDG52903O","Invalid PAN"
"NMDRT385!Y","Invalid PAN"
"GAJPD2191D","Valid PAN"
"FJVI08115K","Invalid PAN"
"NMOQP2589X","Valid PAN"
"AHEEF82228M","Invalid PAN"
"SYCVX4045P","Valid PAN"
"SUVJT9178B","Valid PAN"
"WEB4274","Invalid PAN"
"WEOVL5349T","Valid PAN"
"SPKD79565L","Invalid PAN"
"VDOXD820!N","Invalid PAN"
"OCD5601","Invalid PAN"
"NCMBA4726X","Valid PAN"
"AKDDE2246E","Invalid PAN"
"VBRYI2340X","Valid PAN"
"ABRYL1431O","Valid PAN"
"LLNWV6162V","Invalid PAN"
"JXLSJ610!R","Invalid PAN"
"VYJHK025!C","Invalid PAN"
"YJW7341","Invalid PAN"
"UQBDG532!G","Invalid PAN"
"WWWIE977!J","Invalid PAN"
"HBTQE9070N","Valid PAN"
"UZBL39140D","Invalid PAN"
"YANXR7256V","Valid PAN"
"NWJRO2507N","Valid PAN"
"UYQEF7544Q","Invalid PAN"
"QBODG793!G","Invalid PAN"
"LOOPP630!P","Invalid PAN"
"XFU6144","Invalid PAN"
"GQD5894","Invalid PAN"
"GQXVZ1043C","Valid PAN"
"WDCJQ9324H","Valid PAN"
"THHWT0576S","Invalid PAN"
"SRBAH3571B","Valid PAN"
"BKPBH5738L","Valid PAN"
"NIV4822","Invalid PAN"
"FJKAV7938I","Valid PAN"
"IJXVU9864A","Valid PAN"
"YOHPQ84671D","Invalid PAN"
"FZY7677","Invalid PAN"
"XOGSM3696J","Valid PAN"
"SKRIS010!U","Invalid PAN"
"XBSW75457O","Invalid PAN"
"CFWKI0806I","Valid PAN"
"NWNHM6981J","Valid PAN"
"BQGCK69421Z","Invalid PAN"
"HUFDH5257R","Valid PAN"
"WAOVB75969P","Invalid PAN"
"JOB1608","Invalid PAN"
"RUAPZ261!R","Invalid PAN"
"ITQOH997!M","Invalid PAN"
"FTTCH8908D","Invalid PAN"
"NRDWU0250D","Valid PAN"
"JIUBW8237D","Valid PAN"
"RNKA78164N","Invalid PAN"
"DVRFI5200O","Invalid PAN"
"UOCTT7193P","Invalid PAN"
"BVSZI8531R","Valid PAN"
"MBRFC8930J","Valid PAN"
"DXRIH8859S","Invalid PAN"
"BFXCH1128H","Invalid PAN"
"CTJN38693W","Invalid PAN"
"KCPUG3637I","Valid PAN"
"JSFME9420H","Valid PAN"
"AWBLR2131A","Valid PAN"
"SFG9316","Invalid PAN"
"VGLOD3180G","Valid PAN"
"MRLJW0513X","Valid PAN"
"YVEHR8651I","Valid PAN"
"QXGV02774C","Invalid PAN"
"DWLAK0056Y","Invalid PAN"
"NBYUX6614T","Invalid PAN"
"EFUEZ9194E","Valid PAN"
"HSVRQ4409U","Invalid PAN"
"DUHF13336G","Invalid PAN"
"HPJRQ0696X","Valid PAN"
"YWMDY8003C","Invalid PAN"
"QZZJY3776A","Invalid PAN"
"ANKKM97053F","Invalid PAN"
"LDLXC5531R","Invalid PAN"
"BBEEJ267!U","Invalid PAN"
"IYOWC36038S","Invalid PAN"
"HZLNE0683G","Valid PAN"
"FIDWD92068U","Invalid PAN"
"PCDJ69247H","Invalid PAN"
"UQPUD676!L","Invalid PAN"
"LBKUP1024F","Valid PAN"
"QDOWW819!J","Invalid PAN"
"GOH5092","Invalid PAN"
"RVORL1822K","Invalid PAN"
"PUZ0417","Invalid PAN"
"CKTSL4867U","Valid PAN"
"IHVIV7818H","Valid PAN"
"KJY2198","Invalid PAN"
"VTOKG66191P","Invalid PAN"
"HAZ9779","Invalid PAN"
"VEQUV940!U","Invalid PAN"
"SDCAY30582Q","Invalid PAN"
"ADCPW017!D","Invalid PAN"
"RLYWZ9175Q","Valid PAN"
"HDVVC5919Q","Invalid PAN"
"JAIHL3498D","Valid PAN"
"RPEFU7766S","Invalid PAN"
"BRJRT883!M","Invalid PAN"
"SUCMV3865A","Valid PAN"
"SDDUR0146W","Invalid PAN"
"VLM4063","Invalid PAN"
"BEJD67756I","Invalid PAN"
"NPPZU3698H","Invalid PAN"
"PUXFI2556M","Invalid PAN"
"QAC1866","Invalid PAN"
"WJQKQ2448U","Invalid PAN"
"TIZAU973!Q","Invalid PAN"
"WPO5918","Invalid PAN"
"ORBIB4489L","Invalid PAN"
"CMNMR25524C","Invalid PAN"
"ZKYOE827!A","Invalid PAN"
"RVCTH456!B","Invalid PAN"
"ZOEKX360!H","Invalid PAN"
"OGBPL2693H","Valid PAN"
"UAPRT8763W","Valid PAN"
"AGSVB4470Y","Invalid PAN"
"OGL0929","Invalid PAN"
"DFXXG5377Q","Invalid PAN"
"EVUEO2765D","Valid PAN"
"KARTT2152I","Invalid PAN"
"NOUVT936!V","Invalid PAN"
"BTNNN101!Q","Invalid PAN"
"SCQNS0367H","Valid PAN"
"VGQSM6464H","Valid PAN"
"GKMZI5189N","Valid PAN"
"URSPX2241Z","Invalid PAN"
"DCLRG3955P","Invalid PAN"
"FWFED5921P","Valid PAN"
"YRY4855","Invalid PAN"
"LQQND2263X","Invalid PAN"
"BTNF82063Y","Invalid PAN"
"TMWFR1699X","Invalid PAN"
"WLBLJ9641H","Valid PAN"
"RJYGQ741!X","Invalid PAN"
"JMQBR6969X","Valid PAN"
"OHUHA5293G","Valid PAN"
"ZNJFS7165B","Valid PAN"
"LHCMI3700U","Invalid PAN"
"ZTVYO51687Z","Invalid PAN"
"IQPPP87451M","Invalid PAN"
"KLMRO1765S","Valid PAN"
"PCPJZ3771U","Invalid PAN"
"AFHFU183!M","Invalid PAN"
"BADNB1328H","Valid PAN"
"TTLEM91965J","Invalid PAN"
"NFOVN3354O","Invalid PAN"
"GRPXJ1658H","Valid PAN"
"BSD3838","Invalid PAN"
"GQALB6196V","Valid PAN"
"TWNGF1358L","Valid PAN"
"LYAFL045!V","Invalid PAN"
"JKVTO4261P","Valid PAN"
"KMLDO1466T","Invalid PAN"
"WDI5599","Invalid PAN"
"RFSWF9365Z","Valid PAN"
"GNJVV4832W","Invalid PAN"
"PAIVY45824K","Invalid PAN"
"QJYI95036J","Invalid PAN"
"ATCYU5748I","Valid PAN"
"QJK5637","Invalid PAN"
"CTPRS28888L","Invalid PAN"
"DBZWP9057L","Valid PAN"
"BEZJX156!F","Invalid PAN"
"TRSV23329H","Invalid PAN"
"EMDFK5419M","Valid PAN"
"AAVGL8634R","Invalid PAN"
"ROFA98650F","Invalid PAN"
"MGISB19054U","Invalid PAN"
"CFSCK9387T","Valid PAN"
"CTXCC9770J","Invalid PAN"
"GJO0553","Invalid PAN"
"MHKNY9886Q","Invalid PAN"
"TSXSL1771S","Invalid PAN"
"BKUG45219M","Invalid PAN"
"NGXVL6364C","Valid PAN"
"WLE4888","Invalid PAN"
"OAZXH3210N","Valid PAN"
"WDB4409","Invalid PAN"
"PYNXH3426H","Valid PAN"
"ZBIAT6252Z","Valid PAN"
"EBECS9998Q","Invalid PAN"
"FQSK20553S","Invalid PAN"
"AGJLD4789C","Valid PAN"
"GLH9353","Invalid PAN"
"JHGOY613!H","Invalid PAN"
"CNM6604","Invalid PAN"
"MZBAI62991T","Invalid PAN"
"YLJGA8980R","Valid PAN"
"GINUH848!L","Invalid PAN"
"QOGJJ7899N","Invalid PAN"
"POZZA6834U","Invalid PAN"
"PQYZC3248B","Valid PAN"
"YPTXE9883A","Invalid PAN"
"RJCOZ2983X","Valid PAN"
"MVKZL4667S","Invalid PAN"
"SNUFG4935J","Valid PAN"
"XXJOE26874M","Invalid PAN"
"BKIKS7765C","Invalid PAN"
"VDJOD1943F","Valid PAN"
"OELAX49091K","Invalid PAN"
"FLUCO79962P","Invalid PAN"
"HNTEF4908B","Valid PAN"
"ZJH8235","Invalid PAN"
"VMGWI1390A","Valid PAN"
"XVDVZ77127B","Invalid PAN"
"GFCIX7055Z","Invalid PAN"
"FJMFA4161D","Valid PAN"
"ZTRH30040U","Invalid PAN"
"LIEJD0627O","Valid PAN"
"VHGBA5643R","Valid PAN"
"LEXKB6246T","Valid PAN"
"HSHHA0685U","Invalid PAN"
"VTPLE7227F","Invalid PAN"
"MCKVW5949V","Valid PAN"
"ZXJEZ4403Z","Invalid PAN"
"EUBYX8067I","Valid PAN"
"SJLGX3497O","Valid PAN"
"ZVUFW8344Z","Invalid PAN"
"NFWLJ2916V","Valid PAN"
"XEUWS684!A","Invalid PAN"
"BKWPV9905V","Invalid PAN"
"LDL9665","Invalid PAN"
"REEF02910G","Invalid PAN"
"YEV4753","Invalid PAN"
"BWRGU9884K","Invalid PAN"
"GESVF9955C","Invalid PAN"
"OZVOB4402V","Invalid PAN"
"YCRB73498H","Invalid PAN"
"OQHKS2667W","Invalid PAN"
"PFSMD1424X","Valid PAN"
"LACUL2777E","Invalid PAN"
"SIIGP2411Y","Invalid PAN"
"MOE4716","Invalid PAN"
"LHNVE3591M","Valid PAN"
"AGLXN0034N","Invalid PAN"
